worker,peer,time,bytes_sent,bytes_received
149,21,25,608990112,462175824
149,53,25,444293368,686746936
149,85,25,545473488,464231816
149,117,25,473215920,488436840
149,21,26,621966240,480526488
149,53,26,468410616,710711952
149,85,26,563430352,478927568
149,117,26,492745648,507731128
149,21,27,638350240,501401160
149,53,27,490299640,729005360
149,85,27,582697936,495898640
149,117,27,512013232,525508104
149,21,28,657617824,522361320
149,53,28,518349048,751521120
149,85,28,600130512,512815840
149,117,28,537310128,546947552
149,21,29,680948640,543106504
149,53,29,543383800,773902880
149,85,29,619791312,529297192
149,117,29,559330224,566161336
149,21,30,702313376,559428816
149,53,30,567238904,794195152
149,85,30,644563920,546740000
149,117,30,581088176,586491560
29,61,1,44780928,75262224
29,93,1,21745224,20484856
29,125,1,109080752,61481064
29,157,1,36806336,71059928
29,61,2,60771712,97676568
29,93,2,41012808,35520888
29,125,2,133460144,79343360
29,157,2,49782464,93080496
29,61,3,79252864,122710456
29,93,3,56348232,47440824
29,125,3,157446320,98804480
29,157,3,63020736,115099840
29,61,4,94064000,143552048
29,93,4,67096136,55821848
29,125,4,183529648,120767152
29,157,4,77700800,138561728
29,61,5,115297664,169287744
29,93,5,80596552,66199664
29,125,5,208302256,141303048
29,157,5,92643008,162024176
29,61,6,137973120,194410056
29,93,6,95800904,78590200
29,125,6,240021680,161609160
29,157,6,112565952,184920728
29,61,7,159337856,216975688
29,93,7,113495624,92857344
29,125,7,258764976,180196760
29,157,7,128687808,207311096
29,61,8,180571520,234126728
29,93,8,135122504,109143000
29,125,8,276721840,196258080
29,157,8,149659328,234704808
29,61,9,202984832,252850816
29,93,9,150326856,119710504
29,125,9,300183728,214601936
29,157,9,162635456,258316176
29,61,10,221859200,270005272
29,93,10,166841928,130338824
29,125,10,323383472,233173984
29,157,10,179805888,289826920
29,61,11,245845376,291168520
29,93,11,188730952,142924840
29,125,11,347500720,251486840
29,157,11,195403456,316959520
29,61,12,273894784,315864160
29,93,12,209702472,154805680
29,125,12,374501552,271175296
29,157,12,210869952,342904008
29,61,13,293948800,334266792
29,93,13,231984712,167659576
29,125,13,398880944,289166696
29,157,13,225943232,363629952
29,61,14,320818560,358238040
29,93,14,256101960,182863576
29,125,14,420507824,309891320
29,157,14,245210816,386158344
29,61,15,345197952,380591304
29,93,15,277859912,198736552
29,125,15,440955056,330471104
29,157,15,261725888,405640408
29,61,16,364334464,397509424
29,93,16,290180680,207942936
29,125,16,463892656,354198088
29,157,16,279682752,428005584
29,61,17,391990656,424686144
29,93,17,301977160,218284552
29,125,17,484339888,375967816
29,157,17,296328896,448768888
29,61,18,407981440,442599352
29,93,18,316001864,232254856
29,125,18,503738544,396273816
29,157,18,311140032,472497648
29,61,19,429739392,464725136
29,93,19,330026568,246865176
29,125,19,525365424,413565368
29,157,19,325951168,497222200
29,61,20,454118784,487389232
29,93,20,347590216,262796064
29,125,20,548434096,432906304
29,157,20,345218752,521117672
29,61,21,474566016,509547312
29,93,21,360435272,273276688
29,125,21,570454192,452972688
29,157,21,361602752,541469312
29,61,22,494620032,534900736
29,93,22,378261064,287882664
29,125,22,594964656,476286792
29,157,22,373268160,558609952
29,61,23,508644736,552901368
29,93,23,395693640,301598120
29,125,23,614625456,495859016
29,157,23,387817152,580505160
29,61,24,523586944,570603168
29,93,24,415092296,315184704
29,125,24,635728048,516778632
29,157,24,405642944,606580496
29,61,25,539839872,591820464
29,93,25,439733832,327410168
29,125,25,657354928,539463888
29,157,25,419667648,628804400
29,61,26,562253184,613905488
29,93,26,461753928,338704568
29,125,26,677015728,560722224
29,157,26,435789504,654791768
29,61,27,579030400,629171752
29,93,27,485346888,351884264
29,125,27,692220080,582265624
29,157,27,446930624,675699944
29,61,28,598691200,648653144
29,93,28,509857352,365398448
29,125,28,712274096,609557168
29,157,28,458596032,697893440
29,61,29,615468416,665260256
29,93,29,534105672,379105216
29,125,29,729444528,632050984
29,157,29,472358592,722132960
29,61,30,632507776,681736368
29,93,30,554421832,391682544
29,125,30,746877104,655200744
29,157,30,485334720,744288808
53,21,1,72032904,46689312
53,85,1,78111280,56777128
53,117,1,56509936,83545240
53,149,1,56816216,39968448
53,21,2,79372936,53852568
53,85,2,103408176,70611320
53,117,2,67913200,110658208
53,149,2,91288152,52783248
53,21,3,88810120,68237000
53,85,3,126476848,83382680
53,117,3,77612528,134654128
53,149,3,123794008,64680016
53,21,4,100344456,85417520
53,85,4,153739824,98550480
53,117,4,85870064,154341104
53,149,4,155120216,76626016
53,21,5,112796296,104198080
53,85,5,175497776,110690512
53,117,5,94651888,175949800
53,149,5,187101784,88770392
53,21,6,124461704,121660960
53,85,6,203022896,125573056
53,117,6,104744432,200329192
53,149,6,217510488,100571592
53,21,7,139141768,143357792
53,85,7,227664432,144094424
53,117,7,114574832,217564824
53,149,7,249098840,113198152
53,21,8,151724680,163215664
53,85,8,249160240,164897840
53,117,8,127550960,239025648
53,149,8,278721112,126099832
53,21,9,168501896,192288608
53,85,9,268427824,184477696
53,117,9,139740656,259475552
53,149,9,304411224,137993704
53,21,10,188293768,229473248
53,85,10,289923632,206336704
53,117,10,151143920,280170368
53,149,10,333378136,152660496
53,21,11,202711688,258544744
53,85,11,309846576,228017608
53,117,11,163857904,299301776
53,149,11,359723608,166694512
53,21,12,222765704,302006464
53,85,12,328720944,248172320
53,117,12,177227248,318612304
53,149,12,385938008,181616152
53,21,13,241509000,346836544
53,85,13,346153520,269116192
53,117,13,189810160,336130352
53,149,13,416477784,200825320
53,21,14,259072648,391933056
53,85,14,363192880,290573256
53,117,14,203572720,356374616
53,149,14,443740760,221113296
53,21,15,277815944,441540072
53,85,15,382853680,318833680
53,117,15,219170288,378659336
53,149,15,468120152,242245280
53,21,16,285418120,463040336
53,85,16,397926960,341015704
53,117,16,229787120,395540120
53,149,16,488305240,258301808
53,21,17,293675656,484291824
53,85,17,411951664,363555048
53,117,17,240666096,414456792
53,149,17,507834968,274215776
53,21,18,302326408,504608624
53,85,18,426238512,386754344
53,117,18,250234352,430565792
53,149,18,529330776,290665480
53,21,19,311894664,522818552
53,85,19,439870000,406414392
53,117,19,260851184,447168560
53,149,19,549122648,308859064
53,21,20,330506888,540197128
53,85,20,452583984,433285464
53,117,20,274744816,466620992
53,149,20,571142744,328948280
53,21,21,347153032,553356552
53,85,21,463856176,454911896
53,117,21,288245232,486335288
53,149,21,595259992,350855904
53,21,22,362881672,567380432
53,85,22,475390512,474884520
53,117,22,302138864,505528528
53,149,22,619246168,374714408
53,21,23,380707464,582267320
53,85,23,487842352,496985480
53,117,23,315114992,523713576
53,149,23,639824472,395302512
53,21,24,399581832,597495936
53,85,24,500425264,517040360
53,117,24,328091120,541772240
53,149,24,663941720,418512616
53,21,25,414261896,610829120
53,85,25,513794608,538404928
53,117,25,340411888,558647376
53,149,25,686748248,441539600
53,21,26,433267336,626703544
53,85,26,528212528,562521480
53,117,26,355616240,575327288
53,149,26,713486936,468310200
53,21,27,452141704,643301968
53,85,27,542761520,585066672
53,117,27,368985584,590398072
53,149,27,731705944,490275160
53,21,28,469443208,657795000
53,85,28,555475504,605807568
53,117,28,381699568,607202112
53,149,28,752153176,516382800
53,21,29,492118664,676041248
53,85,29,567534128,625042544
53,117,29,395068912,623241608
53,149,29,776532568,542398824
53,21,30,512696968,692690352
53,85,30,579985968,644572216
53,117,30,406210032,637507304
53,149,30,795144792,564454760
101,5,1,52374360,137586360
101,37,1,7344256,68983048
101,69,1,52572568,27891376
101,133,1,94333968,11550696
101,5,2,59976536,165075216
101,37,2,10093648,107536696
101,69,2,83243416,38012896
101,133,2,125922320,14665344
101,5,3,67578712,190295376
101,37,3,12584016,141849752
101,69,3,111817112,47547976
101,133,3,157641744,18113032
101,5,4,74001240,213219416
101,37,4,15074384,174796720
101,69,4,141570456,57641984
101,133,4,182414352,21009032
101,5,5,80816984,238994544
101,37,5,17564752,207303408
101,69,5,168964504,67100320
101,133,5,207580176,24288752
101,5,6,87894872,264394024
101,37,6,20317264,241937632
101,69,6,199373208,77443384
101,133,6,232090640,27623496
101,5,7,94972760,289630272
101,37,7,23856208,276461328
101,69,7,227946904,88160032
101,133,7,253455376,30738144
101,5,8,102443864,311619624
101,37,8,28181584,308097752
101,69,8,254685592,99219856
101,133,8,276786192,34862048
101,5,9,113060696,330724648
101,37,9,34079824,339091920
101,69,9,283783576,112034656
101,133,9,301558800,40711968
101,5,10,129051480,351329688
101,37,10,42206288,371083568
101,69,10,311046552,125320056
101,133,10,324234256,47519016
101,5,11,147532632,371836264
101,37,11,53085264,402323920
101,69,11,334115224,137729416
101,133,11,346647568,55430888
101,5,12,169159512,393231912
101,37,12,65274960,430988560
101,69,12,364655000,155583256
101,133,12,374434832,67387024
101,5,13,199043928,419000520
101,37,13,80348240,458550544
101,69,13,389558680,171653160
101,133,13,402484240,81167640
101,5,14,232729432,444966056
101,37,14,100402256,490185672
101,69,14,421015960,193881408
101,133,14,432761872,99070712
101,5,15,261827416,468039936
101,37,15,118096976,514027592
101,69,15,453390744,224259144
101,133,15,462253072,126284424
101,5,16,287124312,489891480
101,37,16,137364560,535909240
101,69,16,485110168,256914816
101,133,16,489384976,155209104
101,5,17,310586200,510398056
101,37,17,157680720,555324104
101,69,17,513159576,284348816
101,133,17,514026512,189664104
101,5,18,327101272,525490560
101,37,18,176948304,572614576
101,69,18,537014680,306857136
101,133,18,531196944,213912464
101,5,19,343092056,541796488
101,37,19,197657680,591731368
101,69,19,560869784,327793216
101,133,19,545483792,234395872
101,5,20,359082840,558412288
101,37,20,218235984,610298096
101,69,20,584855960,349207576
101,133,20,559639568,254187736
101,5,21,376515416,577573672
101,37,21,239862864,630108128
101,69,21,606351768,368531600
101,133,21,573795344,273726632
101,5,22,393816920,597893432
101,37,22,257426512,647084696
101,69,22,629289368,389505464
101,133,22,590965776,296964008
101,5,23,410463064,617311496
101,37,23,276038736,664825416
101,69,23,651178392,410711032
101,133,23,604204048,316263048
101,5,24,428288856,637101752
101,37,24,294913104,682554304
101,69,24,672149912,431152776
101,133,24,617966608,335452888
101,5,25,449391448,659122408
101,37,25,317457488,698009536
101,69,25,694563224,453263848
101,133,25,631204880,354004936
101,5,26,465906520,675187624
101,37,26,336331856,711529512
101,69,26,714355096,472878784
101,133,26,647064592,375930856
101,5,27,485698392,695063256
101,37,27,351798352,726043168
101,69,27,738341272,497052616
101,133,27,663186448,396568752
101,5,28,508504920,718235656
101,37,28,368968784,743791648
101,69,28,757739928,515686672
101,133,28,680750096,417933376
101,5,29,527772504,737187408
101,37,29,384697424,760510648
101,69,29,778842520,537525544
101,133,29,701328400,439954168
101,5,30,546777944,756115352
101,37,30,401605712,776924888
101,69,30,799945112,557878016
101,133,30,720464912,459221640
121,25,1,122391368,18686440
121,57,1,23922072,49026496
121,89,1,76409712,8315864
121,153,1,95561232,70742040
121,25,2,140479304,20738256
121,57,2,35718552,95923872
121,89,2,95546224,9559696
121,153,2,121644560,85235072
121,25,3,153193288,22212320
121,57,3,49350040,150842984
121,89,3,124250992,11557936
121,153,3,138552848,94082352
121,25,4,180980552,25664352
121,57,4,54986136,173126368
121,89,4,148368240,13378072
121,153,4,163063312,107231640
121,25,5,202214216,28289576
121,57,5,64030104,199483368
121,89,5,168684400,15036032
121,153,5,188884496,120829808
121,25,6,220564296,30687464
121,57,6,72418712,225534088
121,89,6,198830960,18428696
121,153,6,215098896,135120120
121,25,7,242584392,33855688
121,57,7,79234456,247314288
121,89,7,218753904,20713640
121,153,7,240920080,149847728
121,25,8,261065544,37190432
121,57,8,88802712,273482344
121,89,8,243788656,23467736
121,153,8,266479120,165093720
121,25,9,279153480,41631448
121,57,9,98239896,297312776
121,89,9,266857328,26036488
121,153,9,293217808,181988984
121,25,10,295406408,46406952
121,57,10,106759576,316777992
121,89,10,292547440,29090320
121,153,10,317990416,198816192
121,25,11,314149704,52985216
121,57,11,118818200,339698768
121,89,11,316533616,32013832
121,153,11,340928016,215549280
121,25,12,335907656,62097480
121,57,12,132449688,363831088
121,89,12,336194416,34505840
121,153,12,366355984,236248440
121,25,13,354782024,74340320
121,57,13,146867608,386955112
121,89,13,356117360,36999296
121,153,13,387720720,255477424
121,25,14,376015688,91449888
121,57,14,161285528,407073792
121,89,14,381283184,40378928
121,153,14,406988304,274300360
121,25,15,392268616,105898032
121,57,15,180815256,430744888
121,89,15,401468272,43383528
121,153,15,429139472,296452224
121,25,16,411405128,127457728
121,57,16,201131416,450812048
121,89,16,422833008,46996288
121,153,16,449717776,317947336
121,25,17,425954120,146614736
121,57,17,217515416,465887136
121,89,17,437382000,49840160
121,153,17,471213584,338526560
121,25,18,440634184,165861552
121,57,18,238880152,486819672
121,89,18,464644976,56150544
121,153,18,492578320,359628008
121,25,19,456362824,187622096
121,57,19,260113816,507659480
121,89,19,484830064,61719552
121,153,19,514467344,381517784
121,25,20,473795400,209923872
121,57,20,281085336,528461584
121,89,20,500820848,67731648
121,153,20,535307792,403406056
121,25,21,490965832,233238568
121,57,21,302974360,548719352
121,89,21,517204848,76090952
121,153,21,558638608,425951584
121,25,22,508267336,255919120
121,57,22,322373016,568390176
121,89,22,533064560,87295576
121,153,22,579347984,447447280
121,25,23,526486344,281719280
121,57,23,344917400,590449952
121,89,23,552463216,107201232
121,153,23,602678800,469728544
121,25,24,543263560,303029632
121,57,24,363529624,608869592
121,89,24,568716144,126110664
121,153,24,624567824,491749672
121,25,25,558730056,328323856
121,57,25,380044696,628076136
121,89,25,593095536,159371744
121,153,25,645539344,512851680
121,25,26,574327624,357083064
121,57,26,404948376,659079776
121,89,26,611707760,188525160
121,153,26,665986576,533167448
121,25,27,585599816,385379800
121,57,27,422249880,680635896
121,89,27,633990000,227056232
121,153,27,689841680,557285784
121,25,28,600279880,415537840
121,57,28,440731032,701607416
121,89,28,654699376,260872976
121,153,28,713827856,580880832
121,25,29,612207432,434776096
121,57,29,459081112,721008080
121,89,29,668068720,283549520
121,153,29,741615120,609059000
121,25,30,623479624,453491344
121,57,30,477955480,740536024
121,89,30,679471984,303079136
121,153,30,760882704,627802240
148,20,1,99472312,104409016
148,52,1,102265648,33993248
148,84,1,37156168,37375776
148,116,1,94998768,68516464
148,20,2,119788472,125450744
148,52,2,123368240,37403288
148,84,2,52229448,55370328
148,116,2,115183856,80294496
148,20,3,136172472,143669480
148,52,3,151155504,42026752
148,84,3,67958088,76378856
148,116,3,135106800,91607720
148,20,4,152818616,162066320
148,52,4,173175600,45691640
148,84,4,81720648,95348096
148,116,4,155029744,103132352
148,20,5,169464760,180050480
148,52,5,195195696,49399968
148,84,5,95876424,114450552
148,116,5,176918768,116400376
148,20,6,189649848,201506944
148,52,6,218526512,53457264
148,84,6,111998280,135276744
148,116,6,203264240,131623200
148,20,7,206295992,219192816
148,52,7,243036976,58125616
148,84,7,126285128,155416024
148,116,7,221614320,142137128
148,20,8,224252856,236982944
148,52,8,265581360,63163208
148,84,8,143062344,177042264
148,116,8,244158704,155861272
148,20,9,242209720,254592072
148,52,9,287863600,68934936
148,84,9,160232776,197752560
148,116,9,266572016,168474800
148,20,10,262001592,273245208
148,52,10,307131184,74905040
148,84,10,175306056,216888320
148,116,10,286626032,180283240
148,20,11,278778808,288501336
148,52,11,331510576,84201200
148,84,11,192345416,238514696
148,116,11,308383984,194039240
148,20,12,297259960,304128152
148,52,12,353006384,94083800
148,84,12,208467272,258700176
148,116,12,330010864,208681416
148,20,13,313643960,321499808
148,52,13,372667184,104893120
148,84,13,223802696,277836688
148,116,13,353341680,226135608
148,20,14,332649400,342846224
148,52,14,392983344,118518544
148,84,14,241628488,299725544
148,116,14,376934640,244671904
148,20,15,347067320,358319552
148,52,15,411988784,132341152
148,84,15,260240712,321746336
148,116,15,397644016,261633408
148,20,16,363844536,375294456
148,52,16,430076720,145520848
148,84,16,278984008,342980056
148,116,16,418353392,278785680
148,20,17,383243192,394609328
148,52,17,450655024,161039064
148,84,17,298120520,363558640
148,116,17,439849200,296367056
148,20,18,400020408,411384408
148,52,18,471364400,175927400
148,84,18,319878472,387150456
148,116,18,460820720,313912472
148,20,19,416928696,428278224
148,52,19,491942704,191573040
148,84,19,337704264,405045696
148,116,19,484151536,333031656
148,20,20,434623416,446873816
148,52,20,510817072,205721448
148,84,20,357496136,424507064
148,116,20,502239472,348615512
148,20,21,452318136,465760768
148,52,21,531264304,221545192
148,84,21,377288008,444036040
148,116,21,522555632,365903168
148,20,22,469881784,487098720
148,52,22,552104752,239016064
148,84,22,398652744,465138184
148,116,22,541561072,382572096
148,20,23,488494008,510329816
148,52,23,571503408,258529952
148,84,23,419231048,486503032
148,116,23,561877232,400624336
148,20,24,503174072,528156640
148,52,24,590246704,279820280
148,84,24,439153992,505902888
148,116,24,580882672,417273032
148,20,25,521786296,551460168
148,52,25,610693936,302834096
148,84,25,460780872,527922536
148,116,25,601198832,435710280
148,20,26,538694584,571934576
148,52,26,630616880,325042488
148,84,26,483456328,551254968
148,116,26,621646064,453766136
148,20,27,552195000,588579912
148,52,27,651457328,344703792
148,84,27,505214280,572093440
148,116,27,642617584,472970816
148,20,28,569103288,608324392
148,52,28,670855984,364780584
148,84,28,525137224,591754072
148,116,28,659788016,488874944
148,20,29,584045496,627114968
148,52,29,693138224,387302496
148,84,29,545846600,613319216
148,116,29,681021680,510024120
148,20,30,602002360,646907984
148,52,30,715420464,409190992
148,84,30,568653128,635662912
148,116,30,701206768,529912256
77,13,1,37942544,36621536
77,45,1,29367896,30180664
77,109,1,75097544,129066296
77,141,1,30269888,38921424
77,13,2,52884752,50461520
77,45,2,40771160,51078424
77,109,2,88073672,142599304
77,141,2,46260672,68851584
77,13,3,64812304,61502520
77,45,3,51781208,76189392
77,109,3,100918728,155657368
77,141,3,58450368,91372328
77,13,4,77788432,73202360
77,45,4,63970904,105759200
77,109,4,116123080,170655752
77,141,4,69067200,110740776
77,13,5,92337424,86865688
77,45,5,75636312,133677592
77,109,5,134342088,189977864
77,141,5,79684032,130472672
77,13,6,106624272,99864384
77,45,6,86646360,160154416
77,109,6,152823240,209534552
77,141,6,90169792,149166352
77,13,7,121697552,113979488
77,45,7,98180696,187548184
77,109,7,170517960,228771232
77,141,7,99082688,164958240
77,13,8,136246544,127677568
77,45,8,109321816,213762056
77,109,8,188212680,247383824
77,141,8,108519872,182318312
77,13,9,151450896,142218384
77,45,9,119414360,237617408
77,109,9,209577416,268443536
77,141,9,117563840,199666800
