worker,peer,time,bytes_sent,bytes_received
20,52,15,410360144,191114280
20,84,15,79787704,339988440
20,116,15,587098776,185139824
20,148,15,361171192,346187088
20,52,16,432642384,208481592
20,84,16,88569528,356152000
20,116,16,615541400,210605272
20,148,16,378079480,362867344
20,52,17,452172112,223817360
20,84,17,100628152,376696224
20,116,17,641886872,236408608
20,148,17,395249912,380499640
20,52,18,476158288,243176760
20,84,18,111113912,396444736
20,116,18,667839128,261968232
20,148,18,412027128,397283408
20,52,19,500406608,262370000
20,84,19,122255032,416521048
20,116,19,696281752,290541008
20,148,19,431032568,416320264
20,52,20,520722768,278770048
20,84,20,133789368,436159552
20,116,20,722758296,317411632
20,148,20,448858360,433602424
20,52,21,545364304,299417928
20,84,21,144537272,454104272
20,116,21,744909464,339431616
20,148,21,468519160,451673464
20,52,22,565025104,321465976
20,84,22,156989112,472852496
20,116,22,767584920,361451016
20,148,22,489883896,469281168
20,52,23,584161616,341432616
20,84,23,170358456,491040040
20,116,23,789473944,383471056
20,148,23,510331128,485739816
20,52,24,604477776,363988136
20,84,24,186087096,510114344
20,116,24,810969752,404711712
20,148,24,530909432,502551096
20,52,25,621123920,381422056
20,84,25,204437176,529652952
20,116,25,832596632,426063776
20,148,25,552012024,519857592
20,52,26,638556496,400287728
20,84,26,223049400,547642344
20,116,26,854485656,447303344
20,148,26,572721400,536554480
20,52,27,656906576,421362016
20,84,27,244545208,566377592
20,116,27,875850392,468930168
20,148,27,591333624,551743000
20,52,28,673683792,440448280
20,84,28,264992440,584278928
20,116,28,896428696,488329632
20,148,28,609814776,567454112
20,52,29,690067792,459133432
20,84,29,288847544,605511760
20,116,29,915434136,507596352
20,148,29,629868792,583535352
20,52,30,708548944,480682592
20,84,30,309819064,623728400
20,116,30,936929944,525422368
20,148,30,646908152,599261568
109,13,1,83257312,80830848
109,45,1,90451624,43662992
109,77,1,131843840,73394776
109,141,1,40430072,89809952
109,13,2,108029920,103304000
109,45,2,113782440,52589912
109,77,2,145344256,86504968
109,141,2,61270520,136708464
109,13,3,137258976,130005544
109,45,3,138292904,61386512
109,77,3,158451456,99290808
109,141,3,69659128,155484680
109,13,4,165701600,156623352
109,45,4,160837288,69031952
109,77,4,173393664,114538248
109,141,4,79620600,176053520
109,13,5,190736352,179579888
109,45,5,183643816,76450056
109,77,5,192792320,132756984
109,141,5,88795640,195707224
109,13,6,216819680,203667784
109,45,6,207892136,84650080
109,77,6,212322048,151227672
109,141,6,101116408,222771792
109,13,7,241068000,226306280
109,45,7,230698664,92716888
109,77,7,231589632,168965672
109,141,7,112257528,244833520
109,13,8,264267744,247793744
109,45,8,254029480,101756752
109,77,8,250201856,186629824
109,141,8,122874360,265535576
109,13,9,287729632,270211512
109,45,9,275263144,110896528
109,77,9,271304448,208042848
109,141,9,134277624,286395464
109,13,10,311191520,292727072
109,45,10,297938600,121513264
109,77,10,289916672,227299800
109,141,10,147122680,307780976
109,13,11,334260192,315894544
109,45,11,320745128,133828504
109,77,11,310888192,250201368
109,141,11,159312376,327617128
109,13,12,357984224,339406472
109,45,12,342372008,145997496
109,77,12,328713984,271003336
109,141,12,173074936,348466880
109,13,13,376989664,364309760
109,45,13,366751400,162475920
109,77,13,346539776,293028864
109,141,13,187230712,369492160
109,13,14,398092256,391836024
109,45,14,397160104,185239928
109,77,14,360302336,311706616
109,141,14,200862200,388150192
109,13,15,418539488,413855896
109,45,15,423767720,208609648
109,77,15,375113472,332548288
109,141,15,218819064,410170232
109,13,16,438986720,435875072
109,45,16,449195688,233497704
109,77,16,387827456,351232240
109,141,16,238873080,429306856
109,13,17,458254304,456749800
109,45,17,470822568,255519000
109,77,17,400148224,374317848
109,141,17,258927096,451064752
109,13,18,478570464,476638464
109,45,18,499003048,283961064
109,77,18,411420416,399107248
109,141,18,279898616,471165464
109,13,19,498362336,500101160
109,45,19,521416360,307292216
109,77,19,421512960,418375112
109,141,19,300083704,490285936
109,13,20,515008480,523164152
109,45,20,546451112,332064824
109,77,20,435406592,443277592
109,141,20,326560248,510527232
109,13,21,530081760,539443896
109,45,21,566505128,352511024
109,77,21,447465216,464249000
109,141,21,346614264,528096048
109,13,22,547907552,555682552
109,45,22,588394152,374138240
109,77,22,460310272,484822488
109,141,22,367585784,546517552
109,13,23,566257632,573835552
109,45,23,610152104,395372656
109,77,23,473417472,507683872
109,141,23,384100856,562233968
109,13,24,584738784,593178960
109,45,24,633220776,419311688
109,77,24,486524672,523631440
109,141,24,406645240,584445088
109,13,25,600074208,613332136
109,45,25,655240872,441089048
109,77,25,499762944,544021616
109,141,25,423291384,598876736
109,13,26,613836768,633331352
109,45,26,674508456,461502280
109,77,26,512476928,564781672
109,141,26,444262904,613772312
109,13,27,629041120,655570264
109,45,27,693382824,479521576
109,77,27,525977344,586801600
109,141,27,466283000,631216368
109,13,28,643459040,675474160
109,45,28,710553256,497480808
109,77,28,539870976,608821416
109,141,28,487254520,648265120
109,13,29,658925536,696615488
109,45,29,732966568,514459024
109,77,29,554288896,630841512
109,141,29,509012472,666181224
109,13,30,675440608,717880200
109,45,30,753151656,527113824
109,77,30,569493248,652861608
109,141,30,528935416,683518128
73,9,1,66304080,82805896
73,41,1,60947336,57299848
73,105,1,62066280,53124568
73,137,1,111990176,55568448
73,9,2,96319568,140314312
73,41,2,84409224,80970720
73,105,2,91295336,79530296
73,137,2,144233888,67937264
73,9,3,106149968,159005648
73,41,3,107871112,104301120
73,105,3,111349352,97316080
73,137,3,172021152,79098448
73,9,4,116635728,178163296
73,41,4,127400840,123569232
73,105,4,128913000,112718456
73,137,4,194827680,88096320
73,9,5,127776848,199636688
73,41,5,150862728,146900160
73,105,5,145428072,128103456
73,137,5,223401376,99439952
73,9,6,138917968,220369232
73,41,6,174848904,170754120
73,105,6,162467432,143009168
73,137,6,252368288,111304864
73,9,7,148093008,237307816
73,41,7,197000072,193299648
73,105,7,175312488,154486016
73,137,7,281859488,124029888
73,9,8,159365200,256594336
73,41,8,217185160,213353496
73,105,8,197201512,173968856
73,137,8,307549600,136998176
73,9,9,171948112,277346120
73,41,9,244972424,241402960
73,105,9,211095144,186479576
73,137,9,332584352,152319464
73,9,10,185579600,298186568
73,41,10,266992520,263423056
73,105,10,229576296,203799104
73,137,10,355521952,166716928
73,9,11,198686800,316689496
73,41,11,290585480,286982880
73,105,11,246484584,218878288
73,137,11,377410976,181144800
73,9,12,212580432,334754544
73,41,12,316668808,312967992
73,105,12,263917160,234880136
73,137,12,399562144,196471880
73,9,13,228178000,352197504
73,41,13,337640328,334069888
73,105,13,282660456,252893256
73,137,13,420926880,213012384
73,9,14,246003792,371401824
73,41,14,355597192,351764888
73,105,14,303238760,272100344
73,137,14,440456608,229355080
73,9,15,266319952,392005160
73,41,15,375389064,371687608
73,105,15,322375272,288413280
73,137,15,459855264,248439912
73,9,16,285849680,411201736
73,41,16,392297352,389100192
73,105,16,346623592,307174088
73,137,16,477943200,271115648
73,9,17,304068688,428485560
73,41,17,413793160,410568488
73,105,17,366677608,324036376
73,137,17,494065056,292349480
73,9,18,321763408,446835248
73,41,18,433191816,429171440
73,105,18,388697704,343452496
73,137,18,510580128,312665416
73,9,19,342079568,467544624
73,41,19,453901192,447863136
73,105,19,407178856,361294520
73,137,19,528405920,333243440
73,9,20,362133584,486356368
73,41,20,475659144,463272712
73,105,20,426970728,380232656
73,137,20,547411360,353953096
73,9,21,385726544,510275072
73,41,21,494926728,479696144
73,105,21,448990824,401826928
73,137,21,559994272,374662528
73,9,22,403945552,528494136
73,41,22,516815752,499478744
73,105,22,467996264,420381176
73,137,22,575853984,397205992
73,9,23,422426704,547105160
73,41,23,538835848,520504952
73,105,23,490147432,442030976
73,137,23,591844768,419750960
73,9,24,442873936,566373888
73,41,24,558365576,540632400
73,105,24,511118952,462561800
73,137,24,608228768,441639232
73,9,25,461879376,585247920
73,41,25,579468168,561086536
73,105,25,531304040,482924576
73,137,25,625399200,463660640
73,9,26,480491600,602811680
73,41,26,600177544,582324712
73,105,26,550440552,502060640
73,137,26,641258912,483976576
73,9,27,498448464,620768072
73,41,27,621280136,602636752
73,105,27,572460648,523687576
73,137,27,662099360,510321296
73,9,28,515618896,638331440
73,41,28,642775944,624525608
73,105,28,591728232,542661608
73,137,28,680711584,533783600
73,9,29,533837904,656027136
73,41,29,663747464,646095264
73,105,29,611520104,563009176
73,137,29,699585952,556721760
73,9,30,550746192,673328416
73,41,30,683015048,665420656
73,105,30,635506280,585422936
73,137,30,717936032,584640096
68,4,1,41747168,40895864
68,36,1,105120160,128039352
68,100,1,70110096,55998504
68,132,1,89445792,119458272
68,4,2,55116512,53145944
68,36,2,123994528,145181632
68,100,2,95931280,70102024
68,132,2,119592352,149445160
68,4,3,76219104,68096544
68,36,3,145359264,160237120
68,100,3,124111760,85795448
68,132,3,142661024,172529288
68,4,4,88408800,76367520
68,36,4,167248288,176716240
68,100,4,147966864,99494976
68,132,4,164812192,194811304
68,4,5,102040288,87010320
68,36,5,188613024,193466704
68,100,5,172739472,113274144
68,132,5,184735136,214681760
68,4,6,112001760,94758568
68,36,6,209584544,210601264
68,100,6,193317776,125068104
68,132,6,205837728,236492592
68,4,7,124060384,103702864
68,36,7,230949280,230183816
68,100,7,216386448,138286896
68,132,7,229954976,259954088
68,4,8,139526880,114982784
68,36,8,251134368,247821728
68,100,8,240634768,153246184
68,132,8,251975072,277915208
68,4,9,151061216,122974296
68,36,9,269877664,265559080
68,100,9,262917008,165542176
68,132,9,272291232,294629240
68,4,10,165741280,132723680
68,36,10,289800608,284183112
68,100,10,286509968,177399848
68,132,10,292214176,311705160
68,4,11,177144544,140538536
68,36,11,308019616,301693184
68,100,11,311020432,190582440
68,132,11,315938208,332494016
68,4,12,189989600,149420568
68,36,12,327287200,319876688
68,100,12,335530896,205150768
68,132,12,340317600,345890200
68,4,13,201523936,157354160
68,36,13,347210144,338699512
68,100,13,355322768,217121384
68,132,13,363255200,357375736
68,4,14,215810784,167539392
68,36,14,368050592,358746680
68,100,14,378129296,231888088
68,132,14,385406368,369161008
68,4,15,227476192,175855256
68,36,15,389022112,378894120
68,100,15,399100816,245172040
68,132,15,405067168,379990600
68,4,16,241238752,185840664
68,36,16,407765408,396339616
68,100,16,423480208,260407896
68,132,16,427218336,392417336
68,4,17,254739168,195601632
68,36,17,426901920,415047880
68,100,17,443403152,274389784
68,132,17,453825952,407075440
68,4,18,266142432,204121664
68,36,18,444203424,431839104
68,100,18,464112528,287439160
68,132,18,475321760,419200992
68,4,19,281477856,215654984
68,36,19,465174944,452425568
68,100,19,485870480,302661616
68,132,19,499963296,432997536
68,4,20,298648288,229195232
68,36,20,486015392,473305360
68,100,20,508677008,317361928
68,132,20,515298720,447871392
68,4,21,319881952,246829704
68,36,21,506200480,493250360
68,100,21,531745680,332978208
68,132,21,529192352,462778552
68,4,22,340722400,266972248
68,36,22,527303072,514482880
68,100,22,553765776,348143112
68,132,22,542037408,475499232
68,4,23,361693920,292519424
68,36,23,547881376,535454960
68,100,23,579455888,365167248
68,132,23,556455328,489152424
68,4,24,381485792,316961776
68,36,24,567017888,553412128
68,100,24,602393488,381293624
68,132,24,568645024,501098424
68,4,25,401801952,339898736
68,36,25,586809760,573204392
68,100,25,625462160,398138208
68,132,25,581752224,514128976
68,4,26,425263840,365064392
68,36,26,606601632,592471168
68,100,26,649317264,416157120
68,132,26,592893344,529461848
68,4,27,447939296,389444424
68,36,27,627179936,613705528
68,100,27,671599504,433730048
68,132,27,603903392,544031624
68,4,28,470745824,412382360
68,36,28,650117536,636249520
68,100,28,691784592,451141680
68,132,28,616486304,560923992
68,4,29,493421280,435188720
68,36,29,672268704,658268864
68,100,29,713411472,471323352
68,132,29,629986720,579391784
68,4,30,514261728,456684528
68,36,30,694813088,680289464
68,100,30,732023696,489525040
68,132,30,643880352,600348688
125,29,1,64233688,109080416
125,61,1,88849856,52239496
125,93,1,100813136,66678952
125,157,1,103509872,41992008
125,29,2,82059480,133459640
125,61,2,111656384,58775768
125,93,2,124668240,94214896
125,157,2,114388848,45740880
125,29,3,101589208,157445176
125,61,3,133807552,65542272
125,93,3,150882640,122152360
125,157,3,126578544,50012480
125,29,4,123478232,183528616
125,61,4,156220864,72098816
125,93,4,172509520,146323352
125,157,4,137981808,54063984
125,29,5,144056536,208301000
125,61,5,179158464,79159264
125,93,5,192694608,168256176
125,157,5,150564720,58745368
125,29,6,164372696,240020704
125,61,6,198688192,85390008
125,93,6,221137232,200326016
125,157,6,163147632,63478880
125,29,7,182984920,258176720
125,61,7,222412224,92848656
125,93,7,241846608,221996560
125,157,7,173633392,67728760
125,29,8,198975704,276315448
125,61,8,247446976,101694488
125,93,8,262424912,244246752
125,157,8,189624176,74747216
125,29,9,217456856,299863552
125,61,9,271433152,111370024
125,93,9,284445008,268674624
125,157,9,201944944,80463920
125,29,10,235938008,323201440
125,61,10,294501824,122267672
125,93,10,306071888,292371088
125,157,10,217280368,88792816
125,29,11,254288088,347390392
125,61,11,315604416,132477520
125,93,11,328747344,317141080
125,157,11,232615792,97324432
125,29,12,273424600,374102320
125,61,12,335527360,144917288
125,93,12,351816016,341519776
125,157,12,247164784,106312168
125,29,13,291905752,398880664
125,61,13,355581376,158159248
125,93,13,376064336,366291992
125,157,13,261975920,116487264
125,29,14,310517976,417721504
125,61,14,376815040,175280400
125,93,14,401230160,391327440
125,157,14,275476336,126918656
125,29,15,330965208,438200992
125,61,15,394247616,190439008
125,93,15,424692048,416099184
125,157,15,291991408,142688824
125,29,16,357048536,463227408
125,61,16,414563776,214657368
125,93,16,441338192,439367320
125,157,16,307720048,165727384
125,29,17,377233624,482708800
125,61,17,434093504,239429976
125,93,17,463096144,466299760
125,157,17,321744752,187853072
125,29,18,398991576,503302552
125,61,18,452574656,264202024
125,93,18,484723024,491728872
125,157,18,336818032,210004800
125,29,19,416293080,525012720
125,61,19,472890816,291858720
125,93,19,503990608,514328112
125,157,19,355954544,237137456
125,29,20,435691736,548034272
125,61,20,495566272,319513824
125,93,20,523913552,543763312
125,157,20,375877488,264399624
125,29,21,455745752,570087528
125,61,21,515620288,342493640
125,93,21,541608272,569060320
125,157,21,395407216,289696016
125,29,22,479076568,594580040
125,61,22,535150016,363616416
125,93,22,557205840,591080304
125,157,22,413101936,312292336
125,29,23,498606296,614231928
125,61,23,554679744,385107856
125,93,23,571492688,614280272
125,157,23,435253104,341076408
125,29,24,519577816,635393280
125,61,24,570015168,401203120
125,93,24,584730960,636301008
125,157,24,452030320,362179696
125,29,25,539631832,654617088
125,61,25,585874880,409592808
125,93,25,597313872,658058960
125,157,25,469987184,384313184
125,29,26,560865496,674300808
125,61,26,600554944,419009152
125,93,26,611993936,681127968
125,157,26,490172272,409103752
125,29,27,584982744,691310640
125,61,27,620477888,435359968
125,93,27,628115792,705900576
125,157,27,510357360,434269576
125,29,28,609755352,709526480
125,61,28,632405440,446054896
125,93,28,642926928,727920560
125,157,28,529756016,458386936
125,29,29,632168664,726763472
125,61,29,644857280,457027840
125,93,29,657869136,749285128
125,157,29,550465392,483224648
125,29,30,655761624,744993136
125,61,30,658488768,468791392
125,93,30,673859920,771699776
125,157,30,567897968,511208672
13,45,1,161876536,136263528
13,77,1,37945496,35187848
13,109,1,81195552,80503544
13,141,1,57136168,82083752
13,45,2,182454840,158652616
13,77,2,51708056,50148584
13,109,2,103608864,105241400
13,141,2,66704424,101243688
13,45,3,201198136,178469632
13,77,3,63897752,63586024
13,109,3,130216480,134505320
13,141,3,73913384,114355328
13,45,4,221514296,200488696
13,77,4,75956376,76726624
13,109,4,156824096,162948864
13,141,4,82433064,131179640
13,45,5,241044024,220956536
13,77,5,88015000,89631200
13,109,5,179761696,187982528
13,141,5,89117736,145009488
13,45,6,264505912,246115704
13,77,6,102563992,105631600
13,109,6,203878944,214066136
13,141,6,97244200,160503088
13,45,7,287050296,269330152
13,77,7,116719768,120789264
13,109,7,226554400,238314512
13,141,7,105501736,175495680
13,45,8,307104312,290535608
13,77,8,130482328,135379312
13,109,8,248050208,261513920
13,141,8,114676776,191800160
13,45,9,328731192,312424352
13,77,9,145031320,150636888
13,109,9,270332448,284976088
13,141,9,124507176,207170680
13,45,10,349571640,332751568
13,77,10,161939608,168043320
13,109,10,293532192,308569272
13,141,10,134337576,221718736
13,45,11,370805304,354834512
13,77,11,178454680,185148544
13,109,11,315945504,331506536
13,141,11,148624424,239940368
13,45,12,393218616,377487720
13,77,12,195625112,202249424
13,109,12,339407392,355231376
13,141,12,161862696,255948296
13,45,13,412486200,397264720
13,77,13,213975192,220897168
13,109,13,364311072,374206504
13,141,13,176673832,271977656
13,45,14,432147000,417544960
13,77,14,235602072,242938648
13,109,14,391836192,395361016
13,141,14,193188904,288550016
13,45,15,453511736,438592472
13,77,15,257491096,263845816
13,109,15,413856288,415832440
13,141,15,212849704,305453968
13,45,16,473172536,464451304
13,77,16,277020824,278562552
13,109,16,435876384,436215048
13,141,16,231461928,320766568
13,45,17,492440120,489109992
13,77,17,296288408,294812808
13,109,17,457896480,456847792
13,141,17,248894504,336973520
13,45,18,509217336,508508400
13,77,18,318308504,314381744
13,109,18,476639776,475756688
13,141,18,267506728,354836936
13,45,19,530713144,532437408
13,77,19,338362520,334595736
13,109,19,500101664,495597064
13,141,19,287429672,368084024
13,45,20,553650744,556859736
13,77,20,362610840,358150520
13,109,20,524087840,513060488
13,141,20,309449768,385088248
13,45,21,579078712,581253304
13,77,21,382140568,377418520
13,109,21,542175776,529580272
13,141,21,327144488,401048712
13,45,22,600050232,596896288
13,77,22,405340312,401666144
13,109,22,558428704,547453656
13,141,22,349164584,420434584
13,45,23,623643192,617263600
13,77,23,426836120,422245088
13,109,23,576647712,565811616
13,141,23,368563240,438961656
13,45,24,645663288,637207152
13,77,24,448725144,443949216
13,109,24,594342432,582122272
13,141,24,387306536,456790568
13,45,25,669256248,660423520
13,77,25,468910232,464826504
13,109,25,614527520,597360816
13,141,25,407098408,476035400
13,45,26,684460600,681817800
13,77,26,490406040,485683184
13,109,26,634712608,611164600
13,141,26,427021352,496744776
13,45,27,699009592,700553912
13,77,27,512688280,507996640
13,109,27,655684128,626277376
13,141,27,446944296,516285784
13,45,28,716442168,721050712
13,77,28,534708376,533918072
13,109,28,676786720,642063472
13,141,28,466998312,533634960
13,45,29,732826168,742154360
13,77,29,554631320,557773064
13,109,29,698151456,657897352
13,141,29,493605928,552045288
13,45,30,749996600,762001144
13,77,30,574423192,579400640
13,109,30,719254048,673771776
13,141,30,513528872,567806232
153,25,1,58192152,70480312
153,57,1,27325016,92171488
153,89,1,89180168,11914144
153,121,1,72188424,92767144
153,25,2,72347928,100625840
153,57,2,77787736,167468160
153,89,2,105695240,13703872
153,121,2,86475272,118891296
153,25,3,89256216,133394312
153,57,3,94958168,190737688
153,89,3,119982088,15286536
153,121,3,95388168,135850152
153,25,4,99873048,154365192
153,57,4,117371480,220963944
153,89,4,146851848,18593768
153,121,4,108626440,160353432
153,25,5,110096664,175205528
153,57,5,137818712,248671624
153,89,5,168347656,21385512
153,121,5,122126856,186130952
153,25,6,124907800,204699792
153,57,6,156037720,273181448
153,89,6,185649160,23835528
153,121,6,136282632,212345632
153,25,7,139587864,232746360
153,57,7,170586712,292041640
153,89,7,206358536,27151448
153,121,7,151093768,238104856
153,25,8,154792216,260664976
153,57,8,188281432,314912160
153,89,8,219203592,30086544
153,121,8,166298120,263988584
153,25,9,166850840,280380688
153,57,9,208728664,339504464
153,89,9,234276872,34048272
153,121,9,182944264,290464848
153,25,10,179433752,301167032
153,57,10,231141976,366636536
153,89,10,244893704,37731984
153,121,10,199590408,315237792
153,25,11,199356696,329215352
153,57,11,254472792,386936152
153,89,11,261408776,44961848
153,121,11,216891912,339068168
153,25,12,213250328,348876960
153,57,12,277541464,406423912
153,89,12,284608520,56815176
153,121,12,236814856,363572728
153,25,13,223473944,372600240
153,57,13,300741208,427799848
153,89,13,301647880,68118264
153,121,13,255689224,384966896
153,25,14,233566488,396472720
153,57,14,324596312,450365312
153,89,14,322095112,83218008
153,121,14,274301448,404234480
153,25,15,243134744,416967264
153,57,15,341897816,466560960
153,89,15,340314120,98742016
153,121,15,296452616,426386904
153,25,16,256373016,446263232
153,57,16,358412888,482372192
153,89,16,354600968,110564504
153,121,16,318341640,448386336
153,25,17,265679128,465661192
153,57,17,379646552,503212752
153,89,17,378718216,126247792
153,121,17,338526728,468572344
153,25,18,276427032,488700432
153,57,18,396816984,520875336
153,89,18,397199368,138881592
153,121,18,359629320,489824776
153,25,19,286781720,509726448
153,57,19,424211032,548040128
153,89,19,417908744,151776032
153,121,19,381518344,511713800
153,25,20,296612120,528102200
153,57,20,450556504,574647464
153,89,20,435603464,163011064
153,121,20,403407368,532619632
153,25,21,307228952,547149576
153,57,21,469037656,592832248
153,89,21,460769288,179390840
153,121,21,425951752,555869720
153,25,22,318894360,567150816
153,57,22,488305240,611871216
153,89,22,480430088,195029240
153,121,22,447578632,576859536
153,25,23,327938328,584731904
153,57,23,507834968,628184904
153,89,23,509528072,219883168
153,121,23,469729800,599898968
153,25,24,339734808,606499184
153,57,24,525267544,642417448
153,89,24,525125640,234959744
153,121,24,491749896,621815144
153,25,25,350875928,632846384
153,57,25,546632280,659563216
153,89,25,541640712,249232680
153,121,25,512852488,642785520
153,25,26,359133464,654930080
153,57,26,565899864,675691864
153,89,26,563922952,269089104
153,121,26,533168648,663233200
153,25,27,369357080,678129992
153,57,27,583332440,689970664
153,89,27,581486600,285299464
153,121,27,557285896,687058008
153,25,28,378269976,698360328
153,57,28,601813592,706698872
153,89,28,597346312,299169856
153,121,28,581534216,711075120
153,25,29,389804312,722692912
153,57,29,620819032,723566392
153,89,29,610060296,311125992
153,121,29,609059336,738861576
153,25,30,404091160,751495336
153,57,30,637334104,738350904
153,89,30,626575368,325692872
153,121,30,627802632,758128880
50,18,1,41390904,38319872
50,82,1,45572232,39901088
50,114,1,70577968,7649784
50,146,1,193287536,74195520
50,18,2,55415608,50997472
50,82,2,63135880,54097472
50,114,2,92204848,8617048
50,146,2,216094064,81742496
50,18,3,73896760,66118936
50,82,3,78733448,70468800
50,114,3,112521008,9632096
50,146,3,238376304,89237344
50,18,4,90805048,79817096
50,82,4,93413512,84824632
50,114,4,134934320,10705064
50,146,4,263411056,97000072
50,18,5,110727992,95668352
50,82,5,109404296,103727896
50,114,5,156430128,11838848
50,146,5,286086512,104214008
50,18,6,128815928,110561032
50,82,6,124215432,121370680
50,114,6,176615216,12921952
50,146,6,305354096,109825008
50,18,7,151360312,128740464
50,82,7,136798344,138547944
50,114,7,201387824,14814488
50,146,7,327374192,117344472
50,18,8,170365752,144779960
50,82,8,150954120,160147592
50,114,8,223145776,17339800
50,146,8,350180720,126155552
50,18,9,191075128,162724952
50,82,9,162750600,177311256
50,114,9,243724080,20322680
50,146,9,370365808,134527888
50,18,10,210604856,180240272
50,82,10,179003528,201595472
50,114,10,266530608,24880984
50,146,10,390944112,144503160
50,18,11,229479224,198010496
50,82,11,194601096,225763400
50,114,11,288157488,30445648
50,146,11,412833136,155898920
50,18,12,250057528,218659976
50,82,12,209805448,250059448
50,114,12,306245424,38260504
50,146,12,436819312,170410776
50,18,13,271422264,240156200
50,82,13,224485512,274009256
50,114,13,324464432,48183648
50,146,13,460805488,186939696
50,18,14,290427704,258898800
50,82,14,239558792,298886648
50,114,14,339406640,58268968
50,146,14,486888816,208425120
50,18,15,311661368,279478080
50,82,15,254763144,323921344
50,114,15,356183856,72352216
50,146,15,511399280,230948360
50,18,16,331977528,300842592
50,82,16,268787848,345942752
50,114,16,373747504,89655816
50,146,16,537875824,256709008
50,18,17,352424760,320897000
50,82,17,284385416,370846096
50,114,17,391180080,111326120
50,146,17,564090224,283330768
50,18,18,371692344,340164304
50,82,18,297623688,392603240
50,114,18,411234096,136097976
50,146,18,590042480,309061760
50,18,19,389387064,357202744
50,82,19,311255176,414624200
50,114,19,429584176,158380160
50,146,19,612586864,329818000
50,18,20,409441080,377389672
50,82,20,325935240,437299376
50,114,20,449244976,181974096
50,146,20,636704112,354150024
50,18,21,428446520,396393384
50,82,21,340877448,459713080
50,114,21,467726128,201503768
50,146,21,660034928,377743904
50,18,22,447714104,415661608
50,82,22,354771080,480945824
50,114,22,488435504,223523112
50,146,22,684152176,401074192
50,18,23,469209912,437681400
50,82,23,369975432,501393920
50,114,23,511766320,248033992
50,146,23,708924784,425846688
50,18,24,488084280,456556464
50,82,24,386752648,523020520
50,114,24,532082480,267301464
50,146,24,730551664,447997632
50,18,25,503812920,471760064
50,82,25,404447368,543784336
50,114,25,551218992,286830832
50,146,25,750081392,467397320
50,18,26,520196920,488144064
50,82,26,422928520,564652408
50,114,26,571010864,306229152
50,146,26,772101488,489155104
50,18,27,538678072,506626024
50,82,27,443113608,585515216
50,114,27,594210608,330084368
50,146,27,793859440,510650216
50,18,28,554144568,525892520
50,82,28,464216200,606643984
50,114,28,616623920,352497456
50,146,28,809850224,527034104
50,18,29,569086776,545159992
50,82,29,482828424,625967176
50,114,29,636809008,372290528
50,146,29,830035312,547219584
50,18,30,585077560,564166744
50,82,30,502227080,646752656
50,114,30,659877680,395882288
50,146,30,851268976,568321728
74,10,1,91883392,106381200
74,42,1,46575224,94864288
74,106,1,28577008,39528064
74,138,1,24502160,26807576
74,10,2,123602816,137706824
74,42,2,61255288,117021584
74,106,2,37752048,53517192
74,138,2,34856848,37905048
74,10,3,155977600,170212456
74,42,3,76983928,139957904
74,106,3,47451376,67454192
74,138,3,42459024,45899456
74,10,4,190580608,204350824
74,42,4,92843640,161395544
74,106,4,68029680,96001512
74,138,4,50323344,53979296
74,10,5,228067200,241777544
74,42,5,109358712,183810584
74,106,5,101059824,142656072
74,138,5,67755920,72615056
74,10,6,260835200,274677064
74,42,6,125873784,205639184
74,106,6,109710576,162154840
74,138,6,73916304,79274408
74,10,7,293078912,306789704
74,42,7,135310968,219009192
74,106,7,114429168,185644200
74,138,7,82173840,87910280
74,10,8,323094400,336543800
74,42,8,144092792,230985600
74,106,8,118099184,209110712
74,138,8,85843856,92050112
74,10,9,350226304,364257912
74,42,9,159952504,252321880
74,106,9,121769200,234406464
74,138,9,97247120,103631216
74,10,10,374343552,388317240
74,42,10,170176120,267509952
74,106,10,124652784,253805008
74,138,10,109698960,116839872
74,10,11,408684416,422657352
74,42,11,178302584,281441160
74,106,11,129240304,278962896
74,138,11,118611856,125551040
74,10,12,433194880,453722056
74,42,12,185380472,295505584
74,106,12,133958896,301110752
74,138,12,127000464,133850976
74,10,13,451151744,476789640
74,42,13,193638008,313735904
74,106,13,138546416,322356112
74,138,13,142073744,147549056
74,10,14,469895040,501681544
74,42,14,201633400,328802344
74,106,14,144575728,343720344
74,138,14,156360592,161623616
74,10,15,488507264,526597920
74,42,15,214478456,347569872
74,106,15,152833264,360169432
74,138,15,174317456,180324536
74,10,16,505677696,549797720
74,42,16,229420664,367316248
74,106,16,162008304,376924240
74,138,16,192274320,198490120
74,10,17,522585984,571685992
74,42,17,243052152,384682112
74,106,17,172625136,393541488
74,138,17,213245840,220643544
74,10,18,541722496,595803352
74,42,18,253931128,398908712
74,106,18,183897328,408375280
74,138,18,236183440,243499024
74,10,19,563087232,622542904
74,42,19,267169400,415181336
74,106,19,198315248,424137808
74,138,19,259383184,260922264
74,10,20,584845184,648323848
74,42,20,281718392,433318984
74,106,20,214568176,442862344
74,138,20,282320784,279979296
74,10,21,606472064,672218552
74,42,21,301510264,450692088
74,106,21,231345392,460616272
74,138,21,305389456,301013400
74,10,22,629933952,697515112
74,42,22,314748536,462642432
74,106,22,247205104,478380336
74,138,22,328851344,322936400
74,10,23,654706560,722025744
74,42,23,332967544,474840384
74,106,23,263064816,497237640
74,138,23,350871440,344599424
74,10,24,672008064,745750360
74,42,24,349875832,484111928
