worker,time,bytes_sent,bytes_received
47,29,2142532608,1924444992
47,30,2217676160,1999192200
74,1,73356568,45567952
74,2,139606984,105998088
74,3,200803344,170051816
74,4,264019160,235333448
74,5,326354952,291919840
74,6,384532808,354389456
74,7,435769040,396757936
74,8,499258528,450157280
74,9,561281776,506009536
74,10,621377904,560115504
74,11,677529560,616123448
74,12,742094384,682295600
74,13,805691328,740550088
74,14,866773984,798110984
74,15,934258336,860159232
74,16,1000213680,923432488
74,17,1068174752,989154312
74,18,1131061344,1044412888
74,19,1196737832,1102292344
74,20,1261885560,1159197296
74,21,1328220592,1216855208
74,22,1395303376,1279828728
74,23,1464048880,1339047584
74,24,1532529288,1398567624
74,25,1600417464,1457647472
74,26,1667138328,1519424944
74,27,1733321848,1585169936
74,28,1801441456,1646463776
74,29,1866608448,1707483944
74,30,1933057256,1772745304
1,1,149899368,177658200
1,2,269986160,287991624
1,3,385142712,357859320
1,4,463112920,444133360
1,5,527711424,519775432
1,6,612063376,590861872
1,7,675133832,672712968
1,8,760525984,741594328
1,9,840281848,812097448
1,10,907115952,900606448
1,11,981415080,971330288
1,12,1067763992,1046994080
1,13,1124068344,1127414552
1,14,1213128632,1189110936
1,15,1275870904,1276694544
1,16,1369932136,1352403224
1,17,1430228352,1424780056
1,18,1498787864,1500764712
1,19,1580295024,1576341384
1,20,1665716136,1654220616
1,21,1745075640,1732496064
1,22,1819077968,1804867104
1,23,1881905280,1884456424
1,24,1962533424,1959850192
1,25,2048418368,2035167912
1,26,2118977672,2108813480
1,27,2200567880,2185123832
1,28,2274820440,2265503760
1,29,2360751120,2327538976
129,1,70972688,58327848
129,2,131849424,141841024
129,3,194416704,218548824
129,4,257812264,289796216
129,5,322214688,359986568
129,6,388776296,425172632
129,7,456936048,495855304
129,8,522543704,562693536
129,9,588663424,628942432
129,10,654541240,693349472
129,11,720710080,759717104
129,12,786479440,828646248
129,13,852457120,892353904
129,14,920159872,955211584
129,15,986789816,1017051320
129,16,1051636512,1084423864
129,17,1115881352,1155170248
129,18,1182362704,1225433000
129,19,1250106016,1290724768
129,20,1317394496,1359071816
129,21,1386151584,1424163760
129,22,1452241896,1490283784
129,23,1517515040,1559029032
129,24,1585480184,1623076968
129,25,1651177256,1691619496
129,26,1717067360,1759994056
129,27,1783467160,1828710344
129,28,1850431344,1897248528
129,29,1917184984,1964353944
129,30,1984988536,2032189848
34,1,198437728,92915376
34,2,319054576,190581528
34,3,383237256,355566648
34,4,433554104,440079168
34,5,534952960,513394304
34,6,605887168,592217632
34,7,689459264,661132272
34,8,751393968,743536504
34,9,835490144,809905584
34,10,897500816,893083048
34,11,966006464,975296984
34,12,1067151592,1035595448
34,13,1105976360,1121411176
34,14,1201379920,1197678784
34,15,1291440312,1267779360
34,16,1351921504,1349675344
34,17,1404388472,1427063704
34,18,1481015632,1499144008
34,19,1594273640,1578891160
34,20,1661608216,1657432128
34,21,1734300816,1728233600
34,22,1796333952,1811002728
34,23,1856962152,1880357632
34,24,1915062288,1955466840
34,25,2048413672,2027700544
34,26,2112918424,2108098496
34,27,2194792872,2183823104
34,28,2272180320,2264705488
34,29,2336042688,2335700000
34,30,2377532840,2416995136
150,1,178571848,139649840
150,2,314136128,291206208
150,3,388187560,367382592
150,4,457406768,437461448
150,5,539253096,509634616
150,6,605227216,587644168
150,7,682088536,670148312
150,8,764145784,733184096
150,9,823317592,817677792
150,10,914467440,897262768
150,11,991752968,960017728
150,12,1064147272,1049848224
150,13,1140428032,1120280624
150,14,1188950736,1195329352
150,15,1257102048,1271459400
150,16,1362780880,1333320408
150,17,1441847000,1395601624
150,18,1504219400,1499672392
150,19,1589380888,1574822304
150,20,1658643336,1650762664
150,21,1729992696,1726462656
150,22,1820273056,1799719872
150,23,1891499784,1878532840
150,24,1948528664,1955895080
150,25,2044296416,2032990536
150,26,2115374216,2109326200
150,27,2193165416,2182005664
150,28,2269873160,2249708352
150,29,2343271344,2324868464
150,30,2419931952,2399713024
152,1,69704456,44686256
152,2,147643512,92965224
152,3,240183408,143275536
152,4,309553992,202242440
152,5,369836632,260935672
152,6,429414368,319935880
152,7,491869928,381268816
152,8,553601880,443110000
152,9,613583224,507262192
152,10,671950328,569828824
152,11,732296232,628277344
152,12,793392928,683528680
152,13,858078800,739186904
152,14,922242744,796740560
152,15,983377728,853079344
152,16,1043175176,913925752
152,17,1104189224,977501640
152,18,1165894824,1039379024
152,19,1226506856,1099418896
152,20,1287179096,1161897200
152,21,1346259584,1224138032
152,22,1407331136,1285420288
152,23,1467159328,1347918864
152,24,1528864040,1408304808
152,25,1589622016,1467722040
152,26,1653370360,1527395568
152,27,1713628720,1591711384
152,28,1776370232,1650407512
152,29,1839539712,1709960856
152,30,1901667160,1769534472
65,1,131297528,103273088
65,2,231330616,226134440
65,3,329443648,351673144
65,4,427455576,434607344
65,5,512005088,514985824
65,6,592956512,585396272
65,7,681794160,658893856
65,8,755226912,736859968
65,9,833268992,810202680
65,10,885068824,887597376
65,11,974596624,966164408
65,12,1055191648,1025520128
65,13,1136064960,1096631408
65,14,1210964656,1194168688
65,15,1283186224,1258403472
65,16,1362099528,1326662680
65,17,1440122984,1413674480
65,18,1485913008,1496059888
65,19,1557454104,1575720912
65,20,1624960504,1648062992
65,21,1739020480,1720793848
65,22,1799043752,1793807640
65,23,1876554568,1879207840
65,24,1965361040,1934480896
65,25,2024004160,2031968280
65,26,2098680560,2103888392
65,27,2192040528,2180897376
65,28,2234213384,2259679112
65,29,2322644488,2334149752
65,30,2416894048,2405539048
41,1,178124592,162494840
41,2,303140248,290996152
41,3,384412872,365384256
41,4,434323896,441441904
41,5,533417688,518946104
41,6,598715008,595562680
41,7,674449784,667402304
41,8,762176088,742476760
41,9,826520672,823275160
41,10,887839432,895749008
41,11,988859264,973509504
41,12,1063420816,1042024520
41,13,1138162280,1120248720
41,14,1212950040,1203122104
41,15,1289876792,1279040104
41,16,1352880232,1350931856
41,17,1436390704,1426747344
41,18,1516836608,1500414344
41,19,1557525048,1580949208
41,20,1643124328,1660493128
41,21,1741288696,1725240288
41,22,1818128984,1804245664
41,23,1889939672,1883423848
41,24,1946731632,1960418128
41,25,2051968656,2020106136
41,26,2116260632,2113001552
41,27,2184347088,2188122344
41,28,2277064848,2263707160
41,29,2349061056,2318938224
41,30,2418119544,2415924680
104,1,103171640,92267968
104,2,195119616,186374296
104,3,288252392,277475216
104,4,393346608,372437952
104,5,494935248,470082384
104,6,595859280,559067776
104,7,683026672,651648552
104,8,742257440,762120816
104,9,823156896,838284280
104,10,883946808,914472248
104,11,981561464,996478280
104,12,1057116312,1059044912
104,13,1114445480,1141990696
104,14,1207503368,1213472664
104,15,1286079624,1264782544
104,16,1360993128,1373895632
104,17,1436258256,1428844336
104,18,1511565392,1520379656
104,19,1573617504,1601480688
104,20,1647505744,1674989168
104,21,1737866240,1739964240
104,22,1812381224,1820736576
104,23,1884599608,1869639880
104,24,1956878608,1979615480
104,25,2039679320,2044955680
104,26,2108326032,2126058824
104,27,2183754056,2203542752
104,28,2263172408,2267175768
104,29,2340020224,2351720208
104,30,2411697472,2428894264
57,1,116450248,119285152
57,2,209015656,250515944
57,3,297472304,362236384
57,4,402998024,436733088
57,5,531131128,515775064
57,6,592230592,589295816
57,7,684331960,658094640
57,8,754195816,744291184
57,9,831656520,817460072
57,10,907713480,877397136
57,11,981886408,968716984
57,12,1034836568,1041617992
57,13,1134144800,1115984248
57,14,1211714288,1186080480
57,15,1288916408,1269683784
57,16,1345437728,1346294432
57,17,1431445248,1421846728
57,18,1506308816,1496101552
57,19,1594659056,1565622928
57,20,1667052816,1651265424
57,21,1743285216,1716324064
57,22,1816005864,1800321328
57,23,1859278144,1877619208
57,24,1946472664,1958355352
57,25,2042892928,2020325408
57,26,2126018768,2101514768
57,27,2198270480,2183031512
57,28,2247875976,2256035328
57,29,2341558752,2335685792
57,30,2431345440,2384874352
121,1,213804936,176537600
121,2,323133696,294292608
121,3,393190912,364128200
121,4,474408856,441235648
121,5,546210888,505216704
121,6,618175064,589606144
121,7,695492696,665154096
121,8,776561888,748519664
121,9,849112768,812107136
121,10,915996792,895888416
121,11,990133760,969123272
121,12,1072914376,1032465560
121,13,1154370296,1123016240
121,14,1229575808,1196221328
121,15,1304189248,1272321504
121,16,1370170040,1353584216
121,17,1443285016,1426648744
121,18,1533550368,1494927072
121,19,1607588416,1575783032
121,20,1676678128,1652309928
121,21,1755969392,1725150912
121,22,1829893056,1794230648
121,23,1875939008,1882914592
121,24,1929537240,1962026072
121,25,2025874544,2034873504
121,26,2123239672,2111694248
121,27,2204271344,2178610128
121,28,2239815864,2265015184
121,29,2299047608,2341347184
121,30,2435591784,2406252280
40,1,75802512,68066928
40,2,149932968,142192944
40,3,219845864,217594648
40,4,292107616,296310824
40,5,362111936,367003632
40,6,428403192,433589912
40,7,502537056,499226304
40,8,577290616,568255360
40,9,652365768,641845616
40,10,727297120,711019472
40,11,802147392,778144408
40,12,875855576,849821856
40,13,946737176,916523976
40,14,1016189136,976015056
40,15,1085780176,1041894712
40,16,1157052968,1111953296
40,17,1228980616,1179535800
40,18,1304448096,1253221624
40,19,1381247208,1320695528
40,20,1452159976,1388283824
40,21,1525281920,1460753328
40,22,1600018800,1528169312
40,23,1675461080,1592580696
40,24,1758594640,1658130208
40,25,1841835888,1721222464
40,26,1918139344,1791569200
40,27,1990647368,1862577672
40,28,2066164808,1927883920
40,29,2142519608,1992393768
40,30,2219212544,2061327256
53,1,69444024,38677200
53,2,137570256,72522056
53,3,205043880,114922392
53,4,272874344,170492288
53,5,330327488,221270752
53,6,389126184,275573648
53,7,446744136,327898576
53,8,501451560,372029272
53,9,560738424,424194920
53,10,617697520,475223888
53,11,674409760,528516080
53,12,732126288,575917808
53,13,788997632,623067584
53,14,848305856,668747056
53,15,911795760,719932408
53,16,978052184,774433680
53,17,1039644064,833738080
53,18,1104359840,890641584
53,19,1170854848,952213440
53,20,1234409888,1015118904
53,21,1296782136,1074928544
53,22,1356310288,1132531432
53,23,1414290992,1188540072
53,24,1475754064,1247131944
53,25,1538112920,1299319312
53,26,1603303864,1357258136
53,27,1667409648,1417555752
53,28,1731701944,1474295632
53,29,1793824352,1539163136
53,30,1854621176,1598632496
143,1,119320048,101935264
143,2,212074784,214779352
143,3,298801312,332914432
143,4,396361216,436295840
143,5,485855368,508624888
143,6,590081968,586171080
143,7,683930744,654099656
143,8,748911752,733814952
143,9,840483584,810579224
143,10,912213984,883640960
143,11,992103392,960581888
143,12,1063056352,1037477928
143,13,1123323584,1113322720
143,14,1214941776,1177695008
143,15,1288433264,1263381728
143,16,1363901096,1335491048
143,17,1433822376,1413292200
143,18,1512332032,1488550552
143,19,1574932992,1570809040
143,20,1614402368,1643149672
143,21,1740515096,1710583032
143,22,1810234712,1795693576
143,23,1897778792,1868770040
143,24,1976223640,1935754520
143,25,2044178224,2012476800
143,26,2114850536,2095894632
143,27,2179358928,2171995720
143,28,2263345944,2247992552
143,29,2314994912,2324281880
143,30,2391972576,2397597016
67,1,160682192,149415984
67,2,290008216,283531304
67,3,381529960,356750176
67,4,460632184,434471576
67,5,536627400,515222192
67,6,610093120,592504848
67,7,688439784,658072856
67,8,725898280,742140840
67,9,778133688,818199936
67,10,888858168,897540952
67,11,985815872,952551224
67,12,1067655424,1026645256
67,13,1140947008,1118365920
67,14,1200685688,1199628560
67,15,1273204360,1275996080
67,16,1355378280,1348813104
67,17,1440312312,1413616896
67,18,1514496360,1506222640
67,19,1585130928,1577497544
67,20,1665010536,1652637160
67,21,1724191048,1731812952
67,22,1816537320,1781756848
67,23,1899576624,1852676992
67,24,1974014256,1954683080
67,25,2025683392,2038115088
67,26,2118179112,2106976176
67,27,2196106096,2176949664
67,28,2251016544,2260613656
67,29,2350966944,2330132136
67,30,2428687496,2398399544
63,1,92504792,60661232
63,2,169966600,129208104
63,3,236470384,190387552
63,4,308533176,257422712
63,5,379200624,326422808
63,6,445057640,381905824
63,7,520052432,446362096
63,8,592919136,507764536
63,9,659368392,559736152
63,10,730219456,612957392
63,11,806656664,676899624
63,12,883732744,738501888
63,13,963503688,796088848
63,14,1042442504,858056008
63,15,1122215224,927859744
63,16,1195892976,996597752
63,17,1265581896,1060040424
63,18,1346024656,1127006080
63,19,1425903360,1195072216
63,20,1502690720,1255597168
63,21,1581733760,1320913552
63,22,1656899784,1383331040
63,23,1732168752,1442513696
63,24,1794802944,1488757024
63,25,1867209104,1549099528
63,26,1943295248,1604947440
63,27,2020445840,1663343832
63,28,2098055752,1728031784
63,29,2175088464,1791743784
63,30,2247561176,1851150880
32,1,78525816,53369576
32,2,145760728,123979848
32,3,209756072,205277808
32,4,274943648,285268224
32,5,343869704,358215568
32,6,413469224,427542912
32,7,485891008,494495536
32,8,556205144,564866888
32,9,624811304,637518840
32,10,692526504,709265792
32,11,761433240,779763120
32,12,829454384,854036832
32,13,897085888,926274656
32,14,965976776,999363904
32,15,1033815720,1070966056
32,16,1104451328,1140249960
32,17,1175059712,1209648256
32,18,1244531000,1279417240
32,19,1315140352,1347994520
32,20,1385906008,1418998648
32,21,1464727128,1482376160
32,22,1541312280,1547715712
32,23,1614712328,1613593920
32,24,1687800384,1679373664
32,25,1760503776,1747454280
32,26,1830914928,1815149728
32,27,1900799872,1879765280
32,28,1973196648,1943501896
32,29,2045512256,2008383880
32,30,2115510056,2071044632
132,1,162923208,125804664
132,2,282917592,277405920
132,3,386932184,361413088
132,4,445420240,440543392
132,5,526729688,518476200
132,6,607143264,591451056
132,7,664983608,665139776
132,8,759734168,728300088
132,9,831257448,819543664
132,10,901441088,894294816
132,11,982348704,973632184
132,12,1060571720,1035461784
132,13,1139154424,1119681920
132,14,1207059592,1197355536
132,15,1290355752,1257755960
132,16,1359113232,1348121296
132,17,1431239808,1421649288
132,18,1510042864,1502511400
132,19,1583119064,1576021712
132,20,1664993728,1638071408
132,21,1733705008,1725799936
132,22,1819111960,1803473584
132,23,1891776504,1880579584
132,24,1937700656,1954120216
132,25,2040690400,2034510280
132,26,2110213216,2107415632
132,27,2195626048,2165331288
132,28,2250067200,2264837000
132,29,2325121280,2337175384
132,30,2420430040,2410352608
46,1,85893912,73352808
46,2,160117120,169135488
46,3,234015392,255101800
46,4,312329256,337595808
46,5,388758152,417558712
46,6,467741384,499078216
46,7,549425768,578390968
46,8,634277824,652847128
46,9,716208600,731108632
46,10,791228152,812558632
46,11,869823000,888496096
46,12,948353416,967225304
46,13,1029364728,1047709488
46,14,1112466432,1123101056
46,15,1196311112,1192209752
46,16,1279494376,1270912896
46,17,1361139528,1346641848
46,18,1442658872,1419983048
46,19,1525291408,1492084760
46,20,1606816544,1569923448
46,21,1689270208,1645665432
46,22,1759027336,1727462952
46,23,1832005872,1815163968
46,24,1910755200,1886159408
46,25,1988213616,1976059936
46,26,2060654784,2068148392
46,27,2119338112,2148046136
46,28,2204626832,2217138904
46,29,2266406456,2301259768
46,30,2345193432,2378419344
58,1,88241064,83513040
58,2,159966032,175550816
58,3,235828096,272229432
58,4,316343200,359451160
58,5,396913736,439370624
58,6,478522768,518251872
58,7,562370680,592304040
58,8,640279984,684072488
58,9,717725448,759498808
58,10,798694632,832357824
58,11,881563288,903768840
58,12,961705304,969618088
58,13,1050255768,1037882600
58,14,1138696416,1108686904
58,15,1224931480,1183015640
58,16,1310508456,1261078768
58,17,1394100168,1337033608
58,18,1464565976,1421072632
58,19,1538786536,1514564200
58,20,1614198944,1600559472
58,21,1689936904,1700077616
58,22,1762432840,1791446416
58,23,1834311240,1856673024
58,24,1898749408,1936242072
58,25,1983887128,2011135528
58,26,2056919256,2089473776
58,27,2128881688,2170413384
58,28,2187763176,2244113688
58,29,2288129112,2310966400
58,30,2357104952,2388257744
75,1,98856088,66211576
75,2,186958792,153961824
75,3,269468608,243746512
75,4,354986560,324736048
75,5,441493432,404011152
75,6,522916424,488092168
75,7,605218440,569947608
75,8,689913480,648747768
75,9,772775072,728907600
75,10,854988232,808805344
75,11,940638736,886241488
75,12,1024926480,965373240
75,13,1106338536,1048381288
75,14,1191817720,1128384736
75,15,1263664624,1215392912
75,16,1343084120,1303425520
75,17,1410077776,1390918024
75,18,1484851592,1471730904
75,19,1561516544,1547105096
75,20,1631624576,1624554272
75,21,1705836240,1699465104
75,22,1784114720,1774192040
75,23,1834240704,1851065664
75,24,1924793240,1922709808
75,25,2007943744,2003156344
75,26,2079316256,2077683456
75,27,2131131232,2150139496
75,28,2229047160,2228968616
75,29,2305142496,2301811688
75,30,2383257152,2379084208
13,1,52308064,36321160
13,2,99783232,70999312
13,3,144612008,119859928
13,4,188248912,171411624
13,5,234180312,220946256
13,6,277644208,260104520
13,7,322178176,302474448
13,8,368210016,343597648
13,9,414033400,390075552
13,10,457186560,435713784
13,11,501146256,489378920
13,12,545115192,537467752
13,13,589114064,586948808
13,14,632526968,631534176
13,15,675669072,678814272
13,16,721445312,732362760
13,17,764350808,778462736
13,18,811393880,825511152
13,19,856465528,876010152
13,20,901369960,926145704
13,21,945217936,973273760
13,22,992272928,1024887720
13,23,1038466416,1072489272
13,24,1085792328,1117170208
13,25,1134400888,1160731840
13,26,1181643424,1209794424
13,27,1227291400,1250549832
13,28,1275805224,1292831432
13,29,1322464440,1335800832
13,30,1367345840,1381921080
135,1,67373144,41577344
135,2,125169008,94135400
135,3,182011008,150920168
135,4,238208200,209267328
135,5,293756408,267720192
135,6,350518120,325967440
135,7,408336904,383846896
135,8,467904872,439539872
135,9,524866296,497391816
135,10,582893592,554248984
135,11,640632152,612092240
135,12,698007456,672650496
135,13,754280528,728882128
135,14,811928832,786066544
135,15,868985688,845603960
135,16,923958176,906097056
135,17,979856744,963132328
135,18,1036078424,1021900328
135,19,1093793704,1078864648
135,20,1151355904,1136148976
135,21,1210178904,1192153272
135,22,1268454440,1245494696
135,23,1326133744,1297137616
135,24,1382944632,1352758192
135,25,1440649440,1405510280
135,26,1496252448,1468425080
135,27,1553785640,1525796288
135,28,1611142872,1583716288
135,29,1668976776,1641162792
135,30,1726435088,1698898896
62,1,50578320,28153256
62,2,89653304,58437592
62,3,127567240,91882048
62,4,164437640,127310264
62,5,201667504,163340848
62,6,237161800,199338128
62,7,277438424,241474928
62,8,320743344,282532968
62,9,362832336,320834016
62,10,405038248,367248208
62,11,447838008,412770432
62,12,490450144,455147600
62,13,533844144,499798128
62,14,575422408,542732776
62,15,618925784,589207784
62,16,659786424,627734720
62,17,701146736,667806672
62,18,741021232,712523808
62,19,776054536,750707568
62,20,816323000,793940504
62,21,856647824,839135480
62,22,895610416,883153232
62,23,933345688,921577360
62,24,969481032,961449488
62,25,1010888488,1007453896
62,26,1052356120,1050045368
62,27,1093255968,1098188472
62,28,1134109088,1145420840
62,29,1175576664,1183542336
62,30,1217991512,1225996248
20,1,93004072,67507072
20,2,164701032,184470216
20,3,238207120,282480992
20,4,315335384,373192400
20,5,393845680,451963600
20,6,479289600,530849192
20,7,561731744,609944744
20,8,645258096,685969088
20,9,728101776,761711072
20,10,810431584,839842256
20,11,890002504,921574616
20,12,972646824,1002575736
20,13,1054832104,1082577736
20,14,1137216688,1159704008
20,15,1222243872,1239752344
20,16,1304388304,1318023984
20,17,1388099720,1395877152
20,18,1471715688,1473096096
20,19,1546777072,1551984584
20,20,1624619672,1626844736
20,21,1684325176,1695201920
20,22,1766806600,1770998928
20,23,1841361744,1848821688
20,24,1910868352,1919518840
20,25,1979237728,1997518256
20,26,2061436648,2072333520
20,27,2135884296,2150558688
20,28,2222330296,2218762384
20,29,2280227200,2303189336
20,30,2363039592,2377016480
116,1,68098544,48431008
116,2,129798704,103846776
116,3,187980160,170042096
116,4,247759904,233241504
116,5,311403632,298426120
116,6,372518456,362714424
116,7,435936288,425799440
116,8,503282880,485076216
116,9,569135728,545531664
116,10,631179160,607737744
116,11,695834928,671044304
116,12,761177128,736634360
116,13,825874800,803240912
116,14,892432232,866165200
116,15,962094160,922557560
116,16,1029599000,982293352
116,17,1097049216,1037695280
116,18,1161112416,1095005672
116,19,1225146824,1152958976
116,20,1291325024,1212920656
116,21,1356023424,1276851304
116,22,1419248696,1340923856
116,23,1486785344,1402139504
116,24,1552137600,1462377752
116,25,1615271768,1526065136
116,26,1680232256,1593320392
116,27,1744766920,1657291584
116,28,1808825304,1719539656
116,29,1876182816,1781446000
116,30,1945138936,1841042784
111,1,113281032,62482064
111,2,201778600,134040776
111,3,288265880,221385584
111,4,386220104,313188784
111,5,480469920,393131416
111,6,581711680,477115416
111,7,673105760,570796672
111,8,749229976,696830592
111,9,813243200,798387632
111,10,896191504,873357832
111,11,958840288,954238768
111,12,1045427944,1025525256
111,13,1104715976,1105444888
111,14,1196645344,1175477408
111,15,1249974016,1252729656
111,16,1342177104,1333016912
111,17,1401854424,1408320320
111,18,1467028328,1485697096
111,19,1569827224,1552626200
111,20,1649961016,1611144224
111,21,1704292352,1709519896
111,22,1788669496,1784123752
111,23,1868724776,1859198208
111,24,1953847312,1930470216
111,25,2004238352,2010362392
111,26,2070174136,2086249176
111,27,2168441616,2160887784
111,28,2247394088,2236601616
111,29,2312482800,2312945472
111,30,2403748568,2386650120
149,1,58831448,32598352
149,2,110786088,70455616
149,3,157903288,117955112
149,4,203828672,169731248
149,5,251065136,224244104
149,6,298292744,277853408
149,7,344118328,331514840
149,8,390446256,384468200
149,9,435687376,429403984
149,10,485439992,478860424
149,11,533618488,528435600
149,12,584621896,579218408
149,13,632512024,630592000
149,14,681235384,681351640
149,15,732495872,731107816
149,16,782174664,779827224
149,17,830505176,829558784
149,18,876955600,874458368
149,19,925703360,919463656
149,20,975742984,965376840
149,21,1025426344,1015497912
149,22,1075092664,1062353744
149,23,1126456432,1113744712
149,24,1178532896,1161667720
149,25,1229267144,1208779848
149,26,1279194512,1259937688
149,27,1331409872,1310474336
149,28,1381755056,1357534336
149,29,1432620072,1407748080
149,30,1481738296,1454454768
119,1,51890624,27420248
119,2,97839344,62612888
119,3,144993664,110761504
119,4,191298120,154912472
119,5,237827984,204313888
119,6,285579128,256935656
119,7,335514856,312427360
119,8,386847184,363721312
119,9,436201848,412207592
119,10,486372768,462564688
119,11,536485632,502960992
119,12,585928656,551156224
119,13,633352072,597828160
119,14,681553184,650491920
119,15,730167584,702310048
119,16,773892984,748721344
119,17,820311552,797707184
119,18,867148592,845932824
119,19,913664928,892003840
119,20,961534640,944073504
119,21,1008435168,989988136
119,22,1058282208,1043296256
119,23,1106643768,1091741992
119,24,1155581856,1140516424
119,25,1199918032,1184852736
119,26,1246107008,1232304448
119,27,1291839224,1286587072
119,28,1338348320,1343064864
119,29,1386563800,1398518920
119,30,1437507008,1453747088
102,1,51195808,30465448
102,2,96029656,65919032
102,3,141283224,106516608
102,4,185095808,148788072
102,5,230475464,190289200
102,6,273407832,234978824
102,7,315418184,280981784
102,8,360166512,327464032
102,9,404366880,373700120
102,10,449199080,419580000
102,11,492439816,464268176
102,12,537129824,511011064
102,13,580284152,557113936
102,14,624909816,600637920
102,15,668215488,646076160
102,16,709867712,692866832
102,17,750451696,737995200
102,18,792203520,781414928
102,19,836528056,822658312
102,20,882443664,865128152
102,21,923400624,909884384
102,22,965815776,954258344
102,23,1008092920,1002159632
102,24,1049729968,1044693184
102,25,1094483224,1086727176
102,26,1135652400,1130180208
102,27,1178200600,1169586080
102,28,1222740024,1217074688
102,29,1266181168,1263578656
102,30,1308975056,1308960424
10,1,93802960,59662168
10,2,162402544,117126800
10,3,235176952,186735056
10,4,310171528,248547280
10,5,382526400,319189408
10,6,448615024,375283480
10,7,517224160,441795912
10,8,592638936,511625712
10,9,669528552,586952120
10,10,747480160,657857784
10,11,825397128,727146032
10,12,905101408,799902240
10,13,981402080,875619608
10,14,1057479624,950472520
10,15,1141749064,1020119872
10,16,1222376632,1093298896
10,17,1299675776,1167837592
10,18,1382936512,1238498544
10,19,1462836464,1310472832
10,20,1542928024,1384568440
10,21,1625895512,1455222152
10,22,1710910304,1528461992
10,23,1790999752,1598831896
10,24,1870396416,1670476040
10,25,1954198000,1739325544
10,26,2037328432,1808613792
10,27,2120310488,1884166088
10,28,2200303144,1953665744
10,29,2272560808,2021362640
10,30,2344121000,2108412056
146,1,57855408,34342360
146,2,122914632,70147056
146,3,172238976,112868848
146,4,220768312,162588824
146,5,266127192,211440000
146,6,312181168,259845192
146,7,360070904,308984520
146,8,406400248,354250448
146,9,453908464,401854896
146,10,498407456,451288168
146,11,545602792,500190776
146,12,593461840,549708088
146,13,641417232,597079408
146,14,688992584,643007072
146,15,732951584,689444432
146,16,776702824,735603776
146,17,822307168,784265264
146,18,866634488,833904152
146,19,913825368,885366072
146,20,959962544,933543928
146,21,1007387000,985902720
146,22,1055644384,1035388120
146,23,1104450200,1084805464
146,24,1154244696,1127976136
146,25,1201674608,1176999736
146,26,1248973360,1227028136
146,27,1295149832,1276362944
146,28,1341021384,1324894112
146,29,1387765552,1375956384
146,30,1433157208,1422153376
51,1,81179168,59985016
51,2,148246160,136956352
51,3,215596048,212990832
51,4,286168904,287467264
51,5,357276960,360014960
51,6,427311488,425156136
51,7,501884192,491969752
51,8,574144936,557181880
51,9,647316672,625990840
51,10,718416568,693803576
51,11,790286832,757522816
51,12,864234992,829430496
51,13,938424304,900215976
51,14,1013106632,966734200
51,15,1086940992,1038207480
51,16,1161417368,1111321344
51,17,1235424088,1180735568
51,18,1306874120,1250332240
51,19,1382305680,1318832776
51,20,1456367680,1391445632
51,21,1526484048,1456414496
